file_name,file_path,class_name,class_index
Video_Morris_Maze_Before_Irradiation_Day4_Protons_rat5_14-06-29_DS.png,../data/train/Chaining/Video_Morris_Maze_Before_Irradiation_Day4_Protons_rat5_14-06-29_DS.png,Chaining,0
Video_Morris_Maze_90_days_Day3_Control_rat6_10-30-30_DS.png,../data/train/Chaining/Video_Morris_Maze_90_days_Day3_Control_rat6_10-30-30_DS.png,Chaining,0
Video_Morris_Maze_30_days_Day3_Control_rat2_11-07-06_DS.png,../data/train/Chaining/Video_Morris_Maze_30_days_Day3_Control_rat2_11-07-06_DS.png,Chaining,0
Video_Morris_Maze_Before_Irradiation_Day2_Control_rat4_10-56-28_DS.png,../data/train/Chaining/Video_Morris_Maze_Before_Irradiation_Day2_Control_rat4_10-56-28_DS.png,Chaining,0
Video_Morris_Maze_30_days_Day3_Protons_rat7_11-56-41_DS.png,../data/train/Chaining/Video_Morris_Maze_30_days_Day3_Protons_rat7_11-56-41_DS.png,Chaining,0
Video_Morris_Maze_30_days_Day2_Protons_rat6_11-59-45_DS.png,../data/train/Chaining/Video_Morris_Maze_30_days_Day2_Protons_rat6_11-59-45_DS.png,Chaining,0
Video_Morris_Maze_Before_Irradiation_Day4_Control_rat4_13-13-41_DS.png,../data/train/Chaining/Video_Morris_Maze_Before_Irradiation_Day4_Control_rat4_13-13-41_DS.png,Chaining,0
Video_Morris_Maze_Before_Irradiation_Day4_Control_rat6_13-20-54_DS.png,../data/train/Chaining/Video_Morris_Maze_Before_Irradiation_Day4_Control_rat6_13-20-54_DS.png,Chaining,0
Video_Morris_Maze_30_days_Day3_Control_rat6_11-19-34_DS.png,../data/train/Chaining/Video_Morris_Maze_30_days_Day3_Control_rat6_11-19-34_DS.png,Chaining,0
Video_Morris_Maze_30_days_Day3_Control_rat6_11-18-34_DS.png,../data/train/Chaining/Video_Morris_Maze_30_days_Day3_Control_rat6_11-18-34_DS.png,Chaining,0
Video_Morris_Maze_Before_Irradiation_Day3_Control_rat2_12-17-18_DS.png,../data/train/Chaining/Video_Morris_Maze_Before_Irradiation_Day3_Control_rat2_12-17-18_DS.png,Chaining,0
Video_Morris_Maze_30_days_Day2_Protons_rat6_11-58-49_DS.png,../data/train/Chaining/Video_Morris_Maze_30_days_Day2_Protons_rat6_11-58-49_DS.png,Chaining,0
Video_Morris_Maze_Before_Irradiation_Day4_Control_rat3_13-10-52_DS.png,../data/train/Chaining/Video_Morris_Maze_Before_Irradiation_Day4_Control_rat3_13-10-52_DS.png,Chaining,0
Video_Morris_Maze_Before_Irradiation_Day4_Control_rat7_13-23-52_DS.png,../data/train/Chaining/Video_Morris_Maze_Before_Irradiation_Day4_Control_rat7_13-23-52_DS.png,Chaining,0
Video_Morris_Maze_Before_Irradiation_Day4_Protons_rat3_13-59-47_DS.png,../data/train/Chaining/Video_Morris_Maze_Before_Irradiation_Day4_Protons_rat3_13-59-47_DS.png,Chaining,0
Video_Morris_Maze_90_days_Day3_Protons_rat4_11-05-47_DS.png,../data/train/Chaining/Video_Morris_Maze_90_days_Day3_Protons_rat4_11-05-47_DS.png,Chaining,0
Video_Morris_Maze_Before_Irradiation_Day4_Protons_rat7_14-11-36_DS.png,../data/train/Chaining/Video_Morris_Maze_Before_Irradiation_Day4_Protons_rat7_14-11-36_DS.png,Chaining,0
Video_Morris_Maze_30_days_Day3_Control_rat3_11-09-22_DS.png,../data/train/Chaining/Video_Morris_Maze_30_days_Day3_Control_rat3_11-09-22_DS.png,Chaining,0
Video_Morris_Maze_90_days_Day3_Control_rat6_10-29-36_DS.png,../data/train/Chaining/Video_Morris_Maze_90_days_Day3_Control_rat6_10-29-36_DS.png,Chaining,0
Video_Morris_Maze_Before_Irradiation_Day4_Control_rat7_13-24-49_DS.png,../data/train/Chaining/Video_Morris_Maze_Before_Irradiation_Day4_Control_rat7_13-24-49_DS.png,Chaining,0
Video_Morris_Maze_90_days_Day2_Protons_rat3_11-52-23_DS.png,../data/train/Chaining/Video_Morris_Maze_90_days_Day2_Protons_rat3_11-52-23_DS.png,Chaining,0
Video_Morris_Maze_Before_Irradiation_Day4_Protons_rat1_13-53-13_DS.png,../data/train/Chaining/Video_Morris_Maze_Before_Irradiation_Day4_Protons_rat1_13-53-13_DS.png,Chaining,0
Video_Morris_Maze_90_days_Day1_Protons_rat3_11-51-33_DS.png,../data/train/Chaining/Video_Morris_Maze_90_days_Day1_Protons_rat3_11-51-33_DS.png,Chaining,0
Video_Morris_Maze_30_days_Day4_Protons_rat6_12-55-47_DS.png,../data/train/Direct path/Video_Morris_Maze_30_days_Day4_Protons_rat6_12-55-47_DS.png,Direct path,1
Video_Morris_Maze_30_days_Day4_Control_rat1_12-03-56_DS.png,../data/train/Direct path/Video_Morris_Maze_30_days_Day4_Control_rat1_12-03-56_DS.png,Direct path,1
Video_Morris_Maze_30_days_Day4_Protons_rat6_12-54-11_DS.png,../data/train/Direct path/Video_Morris_Maze_30_days_Day4_Protons_rat6_12-54-11_DS.png,Direct path,1
Video_Morris_Maze_30_days_Day4_Control_rat6_12-16-16_DS.png,../data/train/Direct path/Video_Morris_Maze_30_days_Day4_Control_rat6_12-16-16_DS.png,Direct path,1
Video_Morris_Maze_30_days_Day3_Protons_rat6_11-53-28_DS.png,../data/train/Direct path/Video_Morris_Maze_30_days_Day3_Protons_rat6_11-53-28_DS.png,Direct path,1
Video_Morris_Maze_90_days_Day3_Protons_rat5_11-07-32_DS.png,../data/train/Direct path/Video_Morris_Maze_90_days_Day3_Protons_rat5_11-07-32_DS.png,Direct path,1
Video_Morris_Maze_90_days_Day3_Control_rat4_10-25-20_DS.png,../data/train/Direct path/Video_Morris_Maze_90_days_Day3_Control_rat4_10-25-20_DS.png,Direct path,1
Video_Morris_Maze_90_days_Day3_Protons_rat3_11-02-09_DS.png,../data/train/Direct path/Video_Morris_Maze_90_days_Day3_Protons_rat3_11-02-09_DS.png,Direct path,1
Video_Morris_Maze_90_days_Day3_Protons_rat1_10-54-49_DS.png,../data/train/Direct path/Video_Morris_Maze_90_days_Day3_Protons_rat1_10-54-49_DS.png,Direct path,1
Video_Morris_Maze_90_days_Day4_Protons_rat4_12-44-34_DS.png,../data/train/Direct path/Video_Morris_Maze_90_days_Day4_Protons_rat4_12-44-34_DS.png,Direct path,1
Video_Morris_Maze_30_days_Day4_Control_rat5_12-13-44_DS.png,../data/train/Direct path/Video_Morris_Maze_30_days_Day4_Control_rat5_12-13-44_DS.png,Direct path,1
Video_Morris_Maze_90_days_Day3_Control_rat3_10-20-38_DS.png,../data/train/Direct path/Video_Morris_Maze_90_days_Day3_Control_rat3_10-20-38_DS.png,Direct path,1
Video_Morris_Maze_Before_Irradiation_Day4_Protons_rat3_14-00-37_DS.png,../data/train/Direct path/Video_Morris_Maze_Before_Irradiation_Day4_Protons_rat3_14-00-37_DS.png,Direct path,1
Video_Morris_Maze_30_days_Day4_Protons_rat3_12-47-43_DS.png,../data/train/Direct path/Video_Morris_Maze_30_days_Day4_Protons_rat3_12-47-43_DS.png,Direct path,1
Video_Morris_Maze_30_days_Day4_Protons_rat5_12-51-20_DS.png,../data/train/Direct path/Video_Morris_Maze_30_days_Day4_Protons_rat5_12-51-20_DS.png,Direct path,1
Video_Morris_Maze_90_days_Day2_Control_rat5_10-45-38_DS.png,../data/train/Direct path/Video_Morris_Maze_90_days_Day2_Control_rat5_10-45-38_DS.png,Direct path,1
Video_Morris_Maze_90_days_Day3_Control_rat1_10-15-20_DS.png,../data/train/Direct path/Video_Morris_Maze_90_days_Day3_Control_rat1_10-15-20_DS.png,Direct path,1
Video_Morris_Maze_Before_Irradiation_Day2_Control_rat2_10-43-12_DS.png,../data/train/Direct path/Video_Morris_Maze_Before_Irradiation_Day2_Control_rat2_10-43-12_DS.png,Direct path,1
Video_Morris_Maze_90_days_Day4_Control_rat1_11-42-23_DS.png,../data/train/Direct path/Video_Morris_Maze_90_days_Day4_Control_rat1_11-42-23_DS.png,Direct path,1
Video_Morris_Maze_90_days_Day4_Protons_rat5_12-46-29_DS.png,../data/train/Direct path/Video_Morris_Maze_90_days_Day4_Protons_rat5_12-46-29_DS.png,Direct path,1
Video_Morris_Maze_30_days_Day4_Protons_rat1_12-40-03_DS.png,../data/train/Direct path/Video_Morris_Maze_30_days_Day4_Protons_rat1_12-40-03_DS.png,Direct path,1
Video_Morris_Maze_90_days_Day1_Control_rat3_11-17-46_DS - Copy.png,../data/train/Direct path/Video_Morris_Maze_90_days_Day1_Control_rat3_11-17-46_DS - Copy.png,Direct path,1
Video_Morris_Maze_90_days_Day4_Protons_rat2_12-37-50_DS.png,../data/train/Direct path/Video_Morris_Maze_90_days_Day4_Protons_rat2_12-37-50_DS.png,Direct path,1
.ipynb_checkpoints,../data/train/Direct path/.ipynb_checkpoints,Direct path,1
Video_Morris_Maze_30_days_Day4_Protons_rat7_12-57-22_DS.png,../data/train/Direct path/Video_Morris_Maze_30_days_Day4_Protons_rat7_12-57-22_DS.png,Direct path,1
Video_Morris_Maze_90_days_Day4_Control_rat4_11-49-17_DS.png,../data/train/Direct path/Video_Morris_Maze_90_days_Day4_Control_rat4_11-49-17_DS.png,Direct path,1
Video_Morris_Maze_Before_Irradiation_Day4_Protons_rat7_14-13-16_DS.png,../data/train/Direct path/Video_Morris_Maze_Before_Irradiation_Day4_Protons_rat7_14-13-16_DS.png,Direct path,1
Video_Morris_Maze_Before_Irradiation_Day1_Protones_group3__rat6_16-14-56_DS.png,../data/train/Direct path/Video_Morris_Maze_Before_Irradiation_Day1_Protones_group3__rat6_16-14-56_DS.png,Direct path,1
Video_Morris_Maze_90_days_Day1_Control_rat3_11-16-05_DS.png,../data/train/Direct path/Video_Morris_Maze_90_days_Day1_Control_rat3_11-16-05_DS.png,Direct path,1
Video_Morris_Maze_30_days_Day3_Protons_rat4_11-48-23_DS.png,../data/train/Direct path/Video_Morris_Maze_30_days_Day3_Protons_rat4_11-48-23_DS.png,Direct path,1
Video_Morris_Maze_90_days_Day2_Control_rat1_10-33-59_DS.png,../data/train/Direct path/Video_Morris_Maze_90_days_Day2_Control_rat1_10-33-59_DS.png,Direct path,1
Video_Morris_Maze_30_days_Day3_Control_rat5_11-15-02_DS.png,../data/train/Direct path/Video_Morris_Maze_30_days_Day3_Control_rat5_11-15-02_DS.png,Direct path,1
Video_Morris_Maze_30_days_Day3_Protons_rat3_11-47-45_DS.png,../data/train/Direct path/Video_Morris_Maze_30_days_Day3_Protons_rat3_11-47-45_DS.png,Direct path,1
Video_Morris_Maze_90_days_Day1_Protons_rat2_11-48-10_DS.png,../data/train/Direct path/Video_Morris_Maze_90_days_Day1_Protons_rat2_11-48-10_DS.png,Direct path,1
Video_Morris_Maze_90_days_Day4_Control_rat4_11-50-11_DS.png,../data/train/Direct path/Video_Morris_Maze_90_days_Day4_Control_rat4_11-50-11_DS.png,Direct path,1
Video_Morris_Maze_90_days_Day3_Control_rat2_10-18-49_DS.png,../data/train/Direct path/Video_Morris_Maze_90_days_Day3_Control_rat2_10-18-49_DS.png,Direct path,1
Video_Morris_Maze_30_days_Day4_Control_rat1_12-02-47_DS.png,../data/train/Direct path/Video_Morris_Maze_30_days_Day4_Control_rat1_12-02-47_DS.png,Direct path,1
Video_Morris_Maze_30_days_Day3_Protons_rat6_11-55-17_DS.png,../data/train/Direct path/Video_Morris_Maze_30_days_Day3_Protons_rat6_11-55-17_DS.png,Direct path,1
Video_Morris_Maze_30_days_Day3_Control_rat5_11-14-16_DS.png,../data/train/Direct path/Video_Morris_Maze_30_days_Day3_Control_rat5_11-14-16_DS.png,Direct path,1
Video_Morris_Maze_90_days_Day4_Protons_rat5_12-45-50_DS.png,../data/train/Direct path/Video_Morris_Maze_90_days_Day4_Protons_rat5_12-45-50_DS.png,Direct path,1
Video_Morris_Maze_30_days_Day4_Control_rat7_12-18-48_DS.png,../data/train/Direct path/Video_Morris_Maze_30_days_Day4_Control_rat7_12-18-48_DS.png,Direct path,1
Video_Morris_Maze_90_days_Day4_Control_rat5_11-52-39_DS.png,../data/train/Direct path/Video_Morris_Maze_90_days_Day4_Control_rat5_11-52-39_DS.png,Direct path,1
Video_Morris_Maze_90_days_Day4_Control_rat4_11-48-27_DS.png,../data/train/Direct path/Video_Morris_Maze_90_days_Day4_Control_rat4_11-48-27_DS.png,Direct path,1
Video_Morris_Maze_90_days_Day3_Control_rat3_10-21-39_DS.png,../data/train/Direct path/Video_Morris_Maze_90_days_Day3_Control_rat3_10-21-39_DS.png,Direct path,1
Video_Morris_Maze_30_days_Day4_Protons_rat5_12-52-14_DS.png,../data/train/Direct path/Video_Morris_Maze_30_days_Day4_Protons_rat5_12-52-14_DS.png,Direct path,1
Video_Morris_Maze_30_days_Day3_Control_rat2_11-08-54_DS.png,../data/train/Direct path/Video_Morris_Maze_30_days_Day3_Control_rat2_11-08-54_DS.png,Direct path,1
Video_Morris_Maze_90_days_Day3_Control_rat4_10-23-59_DS.png,../data/train/Direct path/Video_Morris_Maze_90_days_Day3_Control_rat4_10-23-59_DS.png,Direct path,1
Video_Morris_Maze_90_days_Day4_Control_rat2_11-45-34_DS.png,../data/train/Direct path/Video_Morris_Maze_90_days_Day4_Control_rat2_11-45-34_DS.png,Direct path,1
Video_Morris_Maze_Before_Irradiation_Day2_Control_rat7_11-12-04_DS.png,../data/train/Direct path/Video_Morris_Maze_Before_Irradiation_Day2_Control_rat7_11-12-04_DS.png,Direct path,1
Video_Morris_Maze_30_days_Day3_Control_rat7_11-20-24_DS.png,../data/train/Direct path/Video_Morris_Maze_30_days_Day3_Control_rat7_11-20-24_DS.png,Direct path,1
Video_Morris_Maze_30_days_Day4_Control_rat3_12-07-13_DS.png,../data/train/Direct path/Video_Morris_Maze_30_days_Day4_Control_rat3_12-07-13_DS.png,Direct path,1
Video_Morris_Maze_90_days_Day2_Control_rat3_10-39-09_DS.png,../data/train/Direct path/Video_Morris_Maze_90_days_Day2_Control_rat3_10-39-09_DS.png,Direct path,1
Video_Morris_Maze_30_days_Day4_Protons_rat3_12-45-23_DS.png,../data/train/Direct path/Video_Morris_Maze_30_days_Day4_Protons_rat3_12-45-23_DS.png,Direct path,1
Video_Morris_Maze_90_days_Day3_Control_rat2_10-20-15_DS.png,../data/train/Direct path/Video_Morris_Maze_90_days_Day3_Control_rat2_10-20-15_DS.png,Direct path,1
Video_Morris_Maze_90_days_Day2_Control_rat6_10-49-43_DS.png,../data/train/Direct path/Video_Morris_Maze_90_days_Day2_Control_rat6_10-49-43_DS.png,Direct path,1
Video_Morris_Maze_90_days_Day3_Protons_rat2_11-00-35_DS.png,../data/train/Direct search/Video_Morris_Maze_90_days_Day3_Protons_rat2_11-00-35_DS.png,Direct search,2
Video_Morris_Maze_90_days_Day2_Control_rat5_10-46-28_DS.png,../data/train/Direct search/Video_Morris_Maze_90_days_Day2_Control_rat5_10-46-28_DS.png,Direct search,2
Video_Morris_Maze_90_days_Day2_Protons_rat1_11-20-40_DS.png,../data/train/Direct search/Video_Morris_Maze_90_days_Day2_Protons_rat1_11-20-40_DS.png,Direct search,2
Video_Morris_Maze_90_days_Day4_Protons_rat1_12-35-42_DS.png,../data/train/Direct search/Video_Morris_Maze_90_days_Day4_Protons_rat1_12-35-42_DS.png,Direct search,2
Video_Morris_Maze_Before_Irradiation_Day1_Protones_group3__rat6_16-13-56_DS.png,../data/train/Direct search/Video_Morris_Maze_Before_Irradiation_Day1_Protones_group3__rat6_16-13-56_DS.png,Direct search,2
Video_Morris_Maze_90_days_Day3_Protons_rat3_11-03-04_DS.png,../data/train/Direct search/Video_Morris_Maze_90_days_Day3_Protons_rat3_11-03-04_DS.png,Direct search,2
Video_Morris_Maze_30_days_Day3_Protons_rat7_11-55-44_DS.png,../data/train/Direct search/Video_Morris_Maze_30_days_Day3_Protons_rat7_11-55-44_DS.png,Direct search,2
.ipynb_checkpoints,../data/train/Direct search/.ipynb_checkpoints,Direct search,2
Video_Morris_Maze_90_days_Day3_Control_rat4_10-26-01_DS.png,../data/train/Direct search/Video_Morris_Maze_90_days_Day3_Control_rat4_10-26-01_DS.png,Direct search,2
Video_Morris_Maze_90_days_Day4_Control_rat3_11-45-56_DS.png,../data/train/Direct search/Video_Morris_Maze_90_days_Day4_Control_rat3_11-45-56_DS.png,Direct search,2
Video_Morris_Maze_90_days_Day3_Control_rat1_10-17-15_DS.png,../data/train/Direct search/Video_Morris_Maze_90_days_Day3_Control_rat1_10-17-15_DS.png,Direct search,2
Video_Morris_Maze_90_days_Day2_Control_rat4_10-43-14_DS.png,../data/train/Direct search/Video_Morris_Maze_90_days_Day2_Control_rat4_10-43-14_DS.png,Direct search,2
Video_Morris_Maze_90_days_Day2_Control_rat1_10-33-08_DS.png,../data/train/Direct search/Video_Morris_Maze_90_days_Day2_Control_rat1_10-33-08_DS.png,Direct search,2
Video_Morris_Maze_30_days_Day3_Control_rat7_11-22-11_DS.png,../data/train/Direct search/Video_Morris_Maze_30_days_Day3_Control_rat7_11-22-11_DS.png,Direct search,2
Video_Morris_Maze_90_days_Day3_Control_rat3_10-23-03_DS.png,../data/train/Direct search/Video_Morris_Maze_90_days_Day3_Control_rat3_10-23-03_DS.png,Direct search,2
Video_Morris_Maze_Before_Irradiation_Day4_Control_rat1_13-02-22_DS.png,../data/train/Direct search/Video_Morris_Maze_Before_Irradiation_Day4_Control_rat1_13-02-22_DS.png,Direct search,2
Video_Morris_Maze_30_days_Day3_Protons_rat7_11-57-29_DS.png,../data/train/Direct search/Video_Morris_Maze_30_days_Day3_Protons_rat7_11-57-29_DS.png,Direct search,2
Video_Morris_Maze_90_days_Day4_Control_rat5_11-51-57_DS.png,../data/train/Direct search/Video_Morris_Maze_90_days_Day4_Control_rat5_11-51-57_DS.png,Direct search,2
Video_Morris_Maze_90_days_Day1_Control_rat2_11-14-14_DS.png,../data/train/Direct search/Video_Morris_Maze_90_days_Day1_Control_rat2_11-14-14_DS.png,Direct search,2
Video_Morris_Maze_90_days_Day1_Protons_rat1_11-45-37_DS.png,../data/train/Direct search/Video_Morris_Maze_90_days_Day1_Protons_rat1_11-45-37_DS.png,Direct search,2
Video_Morris_Maze_30_days_Day3_Protons_rat3_11-46-08_DS.png,../data/train/Direct search/Video_Morris_Maze_30_days_Day3_Protons_rat3_11-46-08_DS.png,Direct search,2
Video_Morris_Maze_90_days_Day1_Control_rat1_11-10-59_DS.png,../data/train/Direct search/Video_Morris_Maze_90_days_Day1_Control_rat1_11-10-59_DS.png,Direct search,2
Video_Morris_Maze_90_days_Day2_Protons_rat1_11-19-35_DS.png,../data/train/Direct search/Video_Morris_Maze_90_days_Day2_Protons_rat1_11-19-35_DS.png,Direct search,2
Video_Morris_Maze_30_days_Day3_Protons_rat6_11-54-17_DS.png,../data/train/Direct search/Video_Morris_Maze_30_days_Day3_Protons_rat6_11-54-17_DS.png,Direct search,2
Video_Morris_Maze_Before_Irradiation_Day1_Control_morris_test_rat6_13-37-08_DS.png,../data/train/Direct search/Video_Morris_Maze_Before_Irradiation_Day1_Control_morris_test_rat6_13-37-08_DS.png,Direct search,2
Video_Morris_Maze_90_days_Day4_Control_rat6_11-54-02_DS.png,../data/train/Focal search/Video_Morris_Maze_90_days_Day4_Control_rat6_11-54-02_DS.png,Focal search,3
Video_Morris_Maze_30_days_Day4_Control_rat3_12-08-04_DS.png,../data/train/Focal search/Video_Morris_Maze_30_days_Day4_Control_rat3_12-08-04_DS.png,Focal search,3
Video_Morris_Maze_30_days_Day3_Protons_rat4_11-48-58_DS.png,../data/train/Focal search/Video_Morris_Maze_30_days_Day3_Protons_rat4_11-48-58_DS.png,Focal search,3
Video_Morris_Maze_30_days_Day3_Protons_rat2_11-44-46_DS.png,../data/train/Focal search/Video_Morris_Maze_30_days_Day3_Protons_rat2_11-44-46_DS.png,Focal search,3
Video_Morris_Maze_30_days_Day3_Control_rat2_11-07-57_DS.png,../data/train/Focal search/Video_Morris_Maze_30_days_Day3_Control_rat2_11-07-57_DS.png,Focal search,3
Video_Morris_Maze_Before_Irradiation_Day2_Control_rat1_10-39-51_DS.png,../data/train/Focal search/Video_Morris_Maze_Before_Irradiation_Day2_Control_rat1_10-39-51_DS.png,Focal search,3
Video_Morris_Maze_30_days_Day4_Control_rat3_12-09-10_DS.png,../data/train/Focal search/Video_Morris_Maze_30_days_Day4_Control_rat3_12-09-10_DS.png,Focal search,3
Video_Morris_Maze_30_days_Day4_Control_rat4_12-10-16_DS.png,../data/train/Focal search/Video_Morris_Maze_30_days_Day4_Control_rat4_12-10-16_DS.png,Focal search,3
Video_Morris_Maze_90_days_Day2_Control_rat4_10-45-09_DS.png,../data/train/Focal search/Video_Morris_Maze_90_days_Day2_Control_rat4_10-45-09_DS.png,Focal search,3
Video_Morris_Maze_30_days_Day4_Control_rat4_12-12-00_DS.png,../data/train/Focal search/Video_Morris_Maze_30_days_Day4_Control_rat4_12-12-00_DS.png,Focal search,3
Video_Morris_Maze_90_days_Day3_Control_rat5_10-26-24_DS.png,../data/train/Focal search/Video_Morris_Maze_90_days_Day3_Control_rat5_10-26-24_DS.png,Focal search,3
Video_Morris_Maze_90_days_Day2_Control_rat4_10-44-09_DS.png,../data/train/Focal search/Video_Morris_Maze_90_days_Day2_Control_rat4_10-44-09_DS.png,Focal search,3
Video_Morris_Maze_90_days_Day1_Control_rat2_11-13-05_DS.png,../data/train/Focal search/Video_Morris_Maze_90_days_Day1_Control_rat2_11-13-05_DS.png,Focal search,3
Video_Morris_Maze_30_days_Day4_Protons_rat6_12-53-13_DS.png,../data/train/Focal search/Video_Morris_Maze_30_days_Day4_Protons_rat6_12-53-13_DS.png,Focal search,3
Video_Morris_Maze_30_days_Day4_Control_rat4_12-11-04_DS.png,../data/train/Focal search/Video_Morris_Maze_30_days_Day4_Control_rat4_12-11-04_DS.png,Focal search,3
Video_Morris_Maze_30_days_Day4_Protons_rat4_12-49-25_DS.png,../data/train/Focal search/Video_Morris_Maze_30_days_Day4_Protons_rat4_12-49-25_DS.png,Focal search,3
Video_Morris_Maze_90_days_Day3_Protons_rat2_10-58-27_DS.png,../data/train/Focal search/Video_Morris_Maze_90_days_Day3_Protons_rat2_10-58-27_DS.png,Focal search,3
Video_Morris_Maze_30_days_Day3_Control_rat1_11-05-41_DS.png,../data/train/Focal search/Video_Morris_Maze_30_days_Day3_Control_rat1_11-05-41_DS.png,Focal search,3
Video_Morris_Maze_90_days_Day3_Protons_rat3_11-01-06_DS.png,../data/train/Focal search/Video_Morris_Maze_90_days_Day3_Protons_rat3_11-01-06_DS.png,Focal search,3
.ipynb_checkpoints,../data/train/Focal search/.ipynb_checkpoints,Focal search,3
Video_Morris_Maze_90_days_Day1_Protons_rat4_11-57-10_DS.png,../data/train/Focal search/Video_Morris_Maze_90_days_Day1_Protons_rat4_11-57-10_DS.png,Focal search,3
Video_Morris_Maze_30_days_Day4_Control_rat1_12-03-22_DS.png,../data/train/Focal search/Video_Morris_Maze_30_days_Day4_Control_rat1_12-03-22_DS.png,Focal search,3
Video_Morris_Maze_90_days_Day1_Protons_rat2_11-50-07_DS.png,../data/train/Focal search/Video_Morris_Maze_90_days_Day1_Protons_rat2_11-50-07_DS.png,Focal search,3
Video_Morris_Maze_30_days_Day3_Control_rat4_11-13-49_DS.png,../data/train/Focal search/Video_Morris_Maze_30_days_Day3_Control_rat4_11-13-49_DS.png,Focal search,3
Video_Morris_Maze_90_days_Day1_Protons_rat2_11-49-16_DS.png,../data/train/Focal search/Video_Morris_Maze_90_days_Day1_Protons_rat2_11-49-16_DS.png,Focal search,3
Video_Morris_Maze_30_days_Day4_Protons_rat1_12-40-44_DS.png,../data/train/Focal search/Video_Morris_Maze_30_days_Day4_Protons_rat1_12-40-44_DS.png,Focal search,3
Video_Morris_Maze_90_days_Day3_Control_rat5_10-29-00_DS.png,../data/train/Focal search/Video_Morris_Maze_90_days_Day3_Control_rat5_10-29-00_DS.png,Focal search,3
Video_Morris_Maze_90_days_Day3_Protons_rat5_11-10-41_DS.png,../data/train/Focal search/Video_Morris_Maze_90_days_Day3_Protons_rat5_11-10-41_DS.png,Focal search,3
Video_Morris_Maze_30_days_Day4_Protons_rat1_12-39-12_DS.png,../data/train/Focal search/Video_Morris_Maze_30_days_Day4_Protons_rat1_12-39-12_DS.png,Focal search,3
Video_Morris_Maze_30_days_Day4_Protons_rat4_12-50-09_DS.png,../data/train/Focal search/Video_Morris_Maze_30_days_Day4_Protons_rat4_12-50-09_DS.png,Focal search,3
Video_Morris_Maze_30_days_Day4_Protons_rat3_12-46-25_DS.png,../data/train/Focal search/Video_Morris_Maze_30_days_Day4_Protons_rat3_12-46-25_DS.png,Focal search,3
Video_Morris_Maze_90_days_Day2_Protons_rat2_11-21-08_DS.png,../data/train/Focal search/Video_Morris_Maze_90_days_Day2_Protons_rat2_11-21-08_DS.png,Focal search,3
Video_Morris_Maze_30_days_Day3_Protons_rat4_11-49-35_DS.png,../data/train/Focal search/Video_Morris_Maze_30_days_Day3_Protons_rat4_11-49-35_DS.png,Focal search,3
Video_Morris_Maze_90_days_Day3_Protons_rat2_10-56-26_DS.png,../data/train/Focal search/Video_Morris_Maze_90_days_Day3_Protons_rat2_10-56-26_DS.png,Focal search,3
Video_Morris_Maze_90_days_Day4_Control_rat3_11-46-45_DS.png,../data/train/Focal search/Video_Morris_Maze_90_days_Day4_Control_rat3_11-46-45_DS.png,Focal search,3
Video_Morris_Maze_90_days_Day4_Control_rat6_11-55-03_DS.png,../data/train/Focal search/Video_Morris_Maze_90_days_Day4_Control_rat6_11-55-03_DS.png,Focal search,3
Video_Morris_Maze_30_days_Day3_Protons_rat2_11-45-32_DS.png,../data/train/Focal search/Video_Morris_Maze_30_days_Day3_Protons_rat2_11-45-32_DS.png,Focal search,3
Video_Morris_Maze_30_days_Day4_Control_rat5_12-12-39_DS.png,../data/train/Focal search/Video_Morris_Maze_30_days_Day4_Control_rat5_12-12-39_DS.png,Focal search,3
